season,wins,draws,losses,points
7714,13,6,15,45
7715,18,7,9,61
7716,15,9,10,54
7717,21,9,4,72
7718,15,11,8,56
7719,16,5,13,53
7720,20,8,6,68
7721,8,10,16,34
7722,12,9,13,45
7723,18,4,12,58
7724,19,8,7,65
7725,12,9,13,45
7726,18,6,10,60
7727,16,5,13,53
7728,14,10,10,52
7729,15,7,12,52
7730,18,5,11,59
7731,16,13,5,61
7732,21,3,10,66
7733,12,8,14,44
7734,17,6,11,57
7735,16,5,13,53
7736,18,10,6,64
7737,13,8,13,47
7738,18,7,9,61
7739,15,7,12,52
7740,21,3,10,66
7741,15,9,10,54
7742,16,5,13,53
7743,11,9,14,42
7744,10,6,18,36
7745,14,10,10,52
7746,15,8,11,53
7747,14,8,12,50
7748,12,11,11,47
7749,17,6,11,57
7750,18,9,7,63
7751,16,6,12,54
7752,13,8,13,47
7753,17,2,15,53
7754,15,4,15,49
7755,18,8,8,62
7756,18,5,11,59
7757,16,4,14,52
7758,14,10,10,52
7759,14,5,15,47
7760,17,4,13,55
7761,12,9,13,45
7762,15,8,11,53
7763,18,6,10,60
7764,17,8,9,59
7765,12,11,11,47
7766,13,7,14,46
7767,18,6,10,60
7768,15,6,13,51
7769,17,8,9,59
7770,21,4,9,67
7771,15,9,10,54
7772,12,10,12,46
7773,15,5,14,50
7774,20,8,6,68
7775,17,4,13,55
7776,16,6,12,54
7777,14,8,12,50
7778,19,9,6,66
7779,13,5,16,44
7780,13,8,13,47
7781,18,10,6,64
7782,24,7,3,79
7783,12,10,12,46
7784,17,4,13,55
7785,16,7,11,55
7786,18,5,11,59
7787,11,6,17,39
7788,14,10,10,52
7789,16,8,10,56
7790,19,8,7,65
7791,12,10,12,46
7792,13,6,15,45
7793,19,9,6,66
7794,17,4,13,55
7795,16,8,10,56
7796,19,6,9,63
7797,15,11,8,56
7798,14,7,13,49
7799,15,6,13,51
7800,13,10,11,49
7801,16,7,11,55
7802,22,3,9,69
7803,14,9,11,51
7804,18,4,12,58
7805,18,10,6,64
7806,18,7,9,61
7807,15,6,13,51
7808,10,12,12,42
7809,20,8,6,68
7810,12,9,13,45
7811,15,7,12,52
7812,17,5,12,56
7813,15,9,10,54
7814,19,6,9,63
7815,11,6,17,39
7816,18,6,10,60
7817,10,14,10,44
7818,16,7,11,55
7819,17,8,9,59
7820,15,10,9,55
7821,18,5,11,59
7822,20,5,9,65
7823,14,8,12,50
7824,16,10,8,58
7825,17,7,10,58
7826,14,9,11,51
7827,14,11,9,53
7828,13,7,14,46
7829,15,6,13,51
7830,17,7,10,58
7831,18,7,9,61
7832,14,3,17,45
7833,19,9,6,66
7834,13,10,11,49
7835,12,7,15,43
7836,21,4,9,67
7837,17,4,13,55
7838,19,2,13,59
7839,16,6,12,54
7840,17,8,9,59
7841,16,7,11,55
7842,16,8,10,56
7843,19,8,7,65
7844,12,8,14,44
7845,18,4,12,58
7846,15,7,12,52
7847,17,8,9,59
7848,17,8,9,59
7849,14,10,10,52
7850,15,9,10,54
7851,19,8,7,65
7852,15,11,8,56
7853,19,5,10,62
7854,17,5,12,56
7855,16,9,9,57
7856,16,7,11,55
7857,15,7,12,52
7858,18,4,12,58
7859,16,8,10,56
7860,14,9,11,51
7861,15,8,11,53
7862,19,7,8,64
7863,16,5,13,53
7864,13,10,11,49
7865,21,6,7,69
7866,19,3,12,60
7867,18,10,6,64
7868,20,6,8,66
7869,13,5,16,44
7870,19,8,7,65
7871,16,8,10,56
7872,16,7,11,55
7873,12,9,13,45
7874,15,9,10,54
7875,16,9,9,57
7876,20,9,5,69
7877,13,9,12,48
7878,18,4,12,58
7879,19,10,5,67
7880,17,7,10,58
7881,20,7,7,67
7882,17,4,13,55
7883,13,12,9,51
7884,14,7,13,49
7885,14,8,12,50
7886,16,7,11,55
7887,17,9,8,60
7888,13,8,13,47
7889,15,8,11,53
7890,18,6,10,60
7891,11,10,13,43
7892,22,6,6,72
7893,14,5,15,47
7894,16,6,12,54
7895,12,7,15,43
7896,15,7,12,52
7897,17,6,11,57
7898,14,5,15,47
7899,19,5,10,62
7900,19,8,7,65
7901,17,8,9,59
7902,16,7,11,55
7903,22,4,8,70
7904,16,10,8,58
7905,12,7,15,43
7906,18,7,9,61
7907,14,6,14,48
7908,19,9,6,66
7909,13,6,15,45
7910,23,4,7,73
7911,20,8,6,68
7912,15,4,15,49
7913,13,11,10,50
7914,22,5,7,71
7915,13,10,11,49
7916,13,8,13,47
7917,11,7,16,40
7918,12,10,12,46
7919,16,6,12,54
7920,15,4,15,49
7921,17,7,10,58
7922,15,10,9,55
7923,16,10,8,58
7924,13,10,11,49
7925,15,10,9,55
7926,12,8,14,44
7927,17,8,9,59
7928,17,9,8,60
7929,17,6,11,57
7930,12,13,9,49
7931,13,8,13,47
7932,15,10,9,55
7933,14,10,10,52
7934,15,8,11,53
7935,17,4,13,55
7936,15,8,11,53
7937,18,4,12,58
7938,14,9,11,51
7939,12,8,14,44
7940,14,4,16,46
7941,16,7,11,55
7942,14,12,8,54
7943,17,8,9,59
7944,11,7,16,40
7945,17,8,9,59
7946,12,7,15,43
7947,17,8,9,59
7948,14,11,9,53
7949,17,3,14,54
7950,15,10,9,55
7951,15,4,15,49
7952,17,7,10,58
7953,14,5,15,47
7954,15,9,10,54
7955,19,8,7,65
7956,12,12,10,48
7957,12,7,15,43
7958,10,10,14,40
7959,19,3,12,60
7960,19,6,9,63
7961,15,5,14,50
7962,19,6,9,63
7963,16,6,12,54
7964,12,8,14,44
7965,17,4,13,55
7966,17,6,11,57
7967,18,6,10,60
7968,18,5,11,59
7969,14,13,7,55
7970,14,7,13,49
7971,17,10,7,61
7972,12,12,10,48
7973,21,4,9,67
7974,23,7,4,76
7975,16,5,13,53
7976,14,7,13,49
7977,16,9,9,57
7978,20,3,11,63
7979,17,8,9,59
7980,14,4,16,46
7981,12,6,16,42
7982,15,7,12,52
7983,20,5,9,65
7984,13,11,10,50
7985,13,8,13,47
7986,20,4,10,64
7987,18,8,8,62
7988,21,2,11,65
7989,14,8,12,50
7990,15,6,13,51
7991,11,10,13,43
7992,15,10,9,55
7993,18,4,12,58
7994,14,6,14,48
7995,13,7,14,46
7996,18,2,14,56
7997,19,3,12,60
7998,12,6,16,42
7999,14,7,13,49
8000,16,6,12,54
8001,12,7,15,43
8002,22,3,9,69
8003,16,8,10,56
8004,14,7,13,49
8005,18,9,7,63
8006,18,2,14,56
8007,13,12,9,51
8008,21,7,6,70
8009,16,7,11,55
8010,13,5,16,44
8011,12,8,14,44
8012,21,4,9,67
8013,18,7,9,61
8014,17,9,8,60
8015,15,4,15,49
8016,14,14,6,56
8017,19,5,10,62
8018,17,4,13,55
8019,17,8,9,59
8020,15,6,13,51
8021,17,10,7,61
8022,17,4,13,55
8023,19,2,13,59
8024,15,10,9,55
8025,15,8,11,53
8026,19,4,11,61
8027,17,9,8,60
8028,18,9,7,63
8029,15,5,14,50
8030,17,6,11,57
8031,18,8,8,62
8032,17,8,9,59
8033,19,4,11,61
8034,14,6,14,48
8035,10,13,11,43
8036,14,8,12,50
8037,17,7,10,58
8038,14,9,11,51
8039,19,5,10,62
8040,13,9,12,48
8041,15,7,12,52
8042,13,11,10,50
8043,22,3,9,69
8044,17,3,14,54
8045,21,2,11,65
8046,19,7,8,64
8047,14,9,11,51
8048,18,6,10,60
8049,18,8,8,62
8050,18,6,10,60
8051,13,12,9,51
8052,19,8,7,65
8053,18,6,10,60
8054,13,5,16,44
8055,14,6,14,48
8056,13,5,16,44
8057,25,3,6,78
8058,20,3,11,63
8059,19,6,9,63
8060,13,8,13,47
8061,16,9,9,57
8062,16,9,9,57
8063,19,7,8,64
8064,11,10,13,43
8065,18,3,13,57
8066,12,6,16,42
8067,13,9,12,48
8068,19,5,10,62
8069,15,7,12,52
8070,10,13,11,43
8071,10,10,14,40
8072,15,6,13,51
8073,10,9,15,39
8074,13,8,13,47
8075,11,9,14,42
8076,16,8,10,56
8077,16,6,12,54
8078,15,3,16,48
8079,16,6,12,54
8080,17,3,14,54
8081,18,4,12,58
8082,18,4,12,58
8083,13,9,12,48
8084,14,8,12,50
8085,14,9,11,51
8086,21,2,11,65
8087,15,7,12,52
8088,15,5,14,50
8089,18,7,9,61
8090,14,7,13,49
8091,17,9,8,60
8092,21,6,7,69
8093,19,6,9,63
8094,19,4,11,61
8095,18,5,11,59
8096,20,6,8,66
8097,15,8,11,53
8098,19,6,9,63
8099,13,11,10,50
8100,10,7,17,37
8101,11,5,18,38
8102,15,7,12,52
8103,17,6,11,57
8104,15,7,12,52
8105,18,2,14,56
8106,16,8,10,56
8107,13,10,11,49
8108,13,7,14,46
8109,19,7,8,64
8110,18,6,10,60
8111,13,9,12,48
8112,21,3,10,66
8113,18,5,11,59
8114,14,12,8,54
8115,14,11,9,53
8116,14,12,8,54
8117,16,7,11,55
8118,15,5,14,50
8119,16,7,11,55
8120,15,6,13,51
8121,17,8,9,59
8122,16,7,11,55
8123,12,7,15,43
8124,15,2,17,47
8125,17,7,10,58
8126,14,8,12,50
8127,18,8,8,62
8128,13,8,13,47
8129,25,3,6,78
8130,17,8,9,59
8131,15,10,9,55
8132,16,8,10,56
8133,14,8,12,50
8134,11,9,14,42
8135,16,4,14,52
8136,18,5,11,59
8137,15,7,12,52
8138,12,8,14,44
8139,15,5,14,50
8140,23,4,7,73
8141,20,5,9,65
8142,15,8,11,53
8143,19,6,9,63
8144,13,6,15,45
8145,15,3,16,48
8146,15,2,17,47
8147,14,5,15,47
8148,19,6,9,63
8149,17,5,12,56
8150,20,4,10,64
8151,18,7,9,61
8152,17,6,11,57
8153,20,4,10,64
8154,17,9,8,60
8155,15,8,11,53
8156,18,10,6,64
8157,20,7,7,67
8158,18,7,9,61
8159,21,8,5,71
8160,17,7,10,58
8161,16,5,13,53
8162,12,6,16,42
8163,17,8,9,59
8164,13,9,12,48
8165,14,9,11,51
8166,17,5,12,56
8167,13,10,11,49
8168,16,9,9,57
8169,16,6,12,54
8170,18,6,10,60
8171,16,6,12,54
8172,17,7,10,58
8173,16,5,13,53
8174,18,7,9,61
8175,16,11,7,59
8176,18,7,9,61
8177,18,5,11,59
8178,23,1,10,70
8179,17,7,10,58
8180,17,6,11,57
8181,17,9,8,60
8182,15,4,15,49
8183,12,5,17,41
8184,19,7,8,64
8185,13,7,14,46
8186,18,7,9,61
8187,15,11,8,56
8188,14,11,9,53
8189,16,9,9,57
8190,16,9,9,57
8191,15,9,10,54
8192,17,5,12,56
8193,19,5,10,62
8194,17,7,10,58
8195,17,9,8,60
8196,12,4,18,40
8197,13,11,10,50
8198,18,3,13,57
8199,13,9,12,48
8200,13,5,16,44
8201,18,7,9,61
8202,19,9,6,66
8203,13,10,11,49
8204,18,5,11,59
8205,23,4,7,73
8206,17,6,11,57
8207,22,5,7,71
8208,13,7,14,46
8209,18,8,8,62
8210,14,6,14,48
8211,12,6,16,42
8212,13,9,12,48
8213,16,5,13,53
8214,12,12,10,48
8215,16,10,8,58
8216,17,7,10,58
8217,13,5,16,44
8218,22,8,4,74
8219,15,11,8,56
8220,15,8,11,53
8221,23,5,6,74
8222,14,10,10,52
8223,17,6,11,57
8224,13,9,12,48
8225,18,8,8,62
8226,17,8,9,59
8227,16,8,10,56
8228,15,10,9,55
8229,18,7,9,61
8230,16,6,12,54
8231,16,4,14,52
8232,17,8,9,59
8233,17,5,12,56
8234,14,5,15,47
8235,17,10,7,61
8236,16,6,12,54
8237,11,10,13,43
8238,15,10,9,55
8239,18,5,11,59
8240,14,9,11,51
8241,17,4,13,55
8242,18,7,9,61
8243,17,9,8,60
8244,19,5,10,62
8245,21,8,5,71
8246,15,9,10,54
8247,16,7,11,55
8248,18,8,8,62
8249,15,4,15,49
8250,15,8,11,53
8251,15,7,12,52
8252,11,10,13,43
8253,18,7,9,61
8254,14,9,11,51
8255,18,6,10,60
8256,17,6,11,57
8257,15,6,13,51
8258,13,10,11,49
8259,18,8,8,62
8260,17,11,6,62
8261,18,13,3,67
8262,17,6,11,57
8263,16,9,9,57
8264,14,5,15,47
8265,19,8,7,65
8266,16,7,11,55
8267,17,10,7,61
8268,17,9,8,60
8269,14,10,10,52
8270,15,4,15,49
8271,19,7,8,64
8272,17,5,12,56
8273,17,9,8,60
8274,20,8,6,68
8275,17,5,12,56
8276,13,7,14,46
8277,15,7,12,52
8278,19,5,10,62
8279,13,8,13,47
8280,16,9,9,57
8281,21,7,6,70
8282,15,9,10,54
8283,20,6,8,66
8284,18,5,11,59
8285,12,14,8,50
8286,13,8,13,47
8287,15,5,14,50
8288,14,10,10,52
8289,20,9,5,69
8290,11,12,11,45
8291,17,3,14,54
8292,15,7,12,52
8293,15,8,11,53
8294,20,5,9,65
8295,20,4,10,64
8296,16,8,10,56
8297,17,11,6,62
8298,15,9,10,54
8299,13,13,8,52
8300,17,9,8,60
8301,19,6,9,63
8302,17,8,9,59
8303,20,4,10,64
8304,17,5,12,56
8305,13,4,17,43
8306,14,5,15,47
8307,17,8,9,59
8308,15,6,13,51
8309,13,10,11,49
8310,18,7,9,61
8311,18,6,10,60
8312,14,9,11,51
8313,14,9,11,51
8314,16,7,11,55
8315,18,8,8,62
8316,17,9,8,60
8317,12,9,13,45
8318,9,6,19,33
8319,14,9,11,51
8320,18,6,10,60
8321,16,6,12,54
8322,15,9,10,54
8323,17,8,9,59
8324,18,10,6,64
8325,16,7,11,55
8326,20,2,12,62
8327,12,9,13,45
8328,17,8,9,59
8329,16,6,12,54
8330,19,7,8,64
8331,22,3,9,69
8332,18,4,12,58
8333,13,9,12,48
8334,16,6,12,54
8335,14,7,13,49
8336,16,6,12,54
8337,18,6,10,60
8338,18,7,9,61
8339,19,9,6,66
8340,15,6,13,51
8341,18,6,10,60
8342,15,6,13,51
8343,19,2,13,59
8344,15,3,16,48
8345,19,6,9,63
8346,17,6,11,57
8347,19,7,8,64
8348,15,7,12,52
8349,8,11,15,35
8350,15,9,10,54
8351,14,8,12,50
8352,17,6,11,57
8353,16,7,11,55
8354,14,12,8,54
8355,18,5,11,59
8356,20,1,13,61
8357,17,4,13,55
8358,14,11,9,53
8359,16,6,12,54
8360,14,4,16,46
8361,15,8,11,53
8362,21,4,9,67
8363,14,10,10,52
8364,15,9,10,54
8365,12,10,12,46
8366,13,6,15,45
8367,14,7,13,49
8368,17,7,10,58
8369,13,9,12,48
8370,15,9,10,54
8371,18,4,12,58
8372,17,5,12,56
8373,11,8,15,41
8374,16,8,10,56
8375,9,12,13,39
8376,15,11,8,56
8377,16,9,9,57
8378,20,4,10,64
8379,15,9,10,54
8380,20,6,8,66
8381,17,8,9,59
8382,23,5,6,74
8383,16,7,11,55
8384,20,4,10,64
8385,15,10,9,55
8386,18,4,12,58
8387,16,5,13,53
8388,15,8,11,53
8389,19,5,10,62
8390,14,6,14,48
8391,11,9,14,42
8392,13,10,11,49
8393,19,4,11,61
8394,13,6,15,45
8395,19,10,5,67
8396,18,5,11,59
8397,18,7,9,61
8398,17,2,15,53
8399,20,5,9,65
8400,17,8,9,59
8401,19,5,10,62
8402,16,8,10,56
8403,13,6,15,45
8404,18,6,10,60
8405,17,5,12,56
8406,14,12,8,54
8407,15,11,8,56
8408,13,10,11,49
8409,19,6,9,63
8410,17,7,10,58
8411,18,5,11,59
8412,17,6,11,57
8413,12,13,9,49
8414,17,7,10,58
8415,19,4,11,61
8416,15,6,13,51
8417,15,7,12,52
8418,14,11,9,53
8419,12,9,13,45
8420,13,5,16,44
8421,14,5,15,47
8422,13,6,15,45
8423,17,5,12,56
8424,14,11,9,53
8425,14,7,13,49
8426,20,4,10,64
8427,17,10,7,61
8428,21,5,8,68
8429,16,8,10,56
8430,16,5,13,53
8431,19,6,9,63
8432,14,12,8,54
8433,16,11,7,59
8434,15,7,12,52
8435,18,5,11,59
8436,21,3,10,66
8437,16,8,10,56
8438,15,11,8,56
8439,17,4,13,55
8440,18,8,8,62
8441,19,9,6,66
8442,14,9,11,51
8443,14,7,13,49
8444,15,10,9,55
8445,15,11,8,56
8446,15,8,11,53
8447,16,7,11,55
8448,11,13,10,46
8449,18,6,10,60
8450,16,9,9,57
8451,17,5,12,56
8452,13,8,13,47
8453,9,10,15,37
8454,16,7,11,55
8455,14,8,12,50
8456,15,3,16,48
8457,10,14,10,44
8458,16,10,8,58
8459,16,4,14,52
8460,15,5,14,50
8461,16,7,11,55
8462,19,6,9,63
8463,17,7,10,58
8464,13,9,12,48
8465,20,6,8,66
8466,17,6,11,57
8467,16,8,10,56
8468,16,8,10,56
8469,15,8,11,53
8470,17,5,12,56
8471,19,5,10,62
8472,14,7,13,49
8473,18,7,9,61
8474,17,4,13,55
8475,16,10,8,58
8476,14,4,16,46
8477,12,6,16,42
8478,13,6,15,45
8479,17,9,8,60
8480,18,6,10,60
8481,13,5,16,44
8482,11,8,15,41
8483,17,5,12,56
8484,17,11,6,62
8485,15,8,11,53
8486,18,10,6,64
8487,17,5,12,56
8488,17,8,9,59
8489,15,5,14,50
8490,16,5,13,53
8491,18,6,10,60
8492,13,5,16,44
8493,16,11,7,59
8494,14,4,16,46
8495,21,7,6,70
8496,13,10,11,49
8497,21,4,9,67
8498,14,7,13,49
8499,15,10,9,55
8500,14,9,11,51
8501,20,3,11,63
8502,17,8,9,59
8503,17,3,14,54
8504,18,4,12,58
8505,13,9,12,48
8506,15,8,11,53
8507,17,6,11,57
8508,18,7,9,61
8509,22,2,10,68
8510,16,8,10,56
8511,18,7,9,61
8512,21,4,9,67
8513,17,5,12,56
8514,19,3,12,60
8515,18,5,11,59
8516,14,6,14,48
8517,16,4,14,52
8518,20,4,10,64
8519,11,7,16,40
8520,20,4,10,64
8521,15,8,11,53
8522,20,3,11,63
8523,19,3,12,60
8524,15,9,10,54
8525,17,4,13,55
8526,18,5,11,59
8527,16,7,11,55
8528,15,7,12,52
8529,11,6,17,39
8530,14,8,12,50
8531,15,10,9,55
8532,16,7,11,55
8533,18,7,9,61
8534,14,5,15,47
8535,16,10,8,58
8536,18,7,9,61
8537,16,6,12,54
8538,12,16,6,52
8539,16,7,11,55
8540,14,7,13,49
8541,15,9,10,54
8542,16,10,8,58
8543,16,6,12,54
8544,16,7,11,55
8545,12,8,14,44
8546,18,5,11,59
8547,15,11,8,56
8548,21,5,8,68
8549,14,6,14,48
8550,16,8,10,56
8551,13,14,7,53
8552,16,7,11,55
8553,18,8,8,62
8554,18,6,10,60
8555,17,7,10,58
8556,13,10,11,49
8557,14,12,8,54
8558,17,5,12,56
8559,17,9,8,60
8560,18,5,11,59
8561,15,9,10,54
8562,17,5,12,56
8563,22,5,7,71
8564,16,6,12,54
8565,18,3,13,57
8566,13,10,11,49
8567,13,11,10,50
8568,14,7,13,49
8569,14,6,14,48
8570,17,6,11,57
8571,20,6,8,66
8572,14,9,11,51
8573,15,9,10,54
8574,19,4,11,61
8575,15,13,6,58
8576,13,6,15,45
8577,18,4,12,58
8578,13,4,17,43
8579,20,7,7,67
8580,14,8,12,50
8581,11,6,17,39
8582,19,5,10,62
8583,15,9,10,54
8584,9,12,13,39
8585,16,9,9,57
8586,15,9,10,54
8587,18,4,12,58
8588,14,7,13,49
8589,14,7,13,49
8590,16,6,12,54
8591,17,9,8,60
8592,17,9,8,60
8593,16,9,9,57
8594,18,10,6,64
8595,12,14,8,50
8596,16,10,8,58
8597,16,4,14,52
8598,20,9,5,69
8599,17,4,13,55
8600,15,9,10,54
8601,15,10,9,55
8602,15,7,12,52
8603,14,7,13,49
8604,11,11,12,44
8605,14,9,11,51
8606,16,5,13,53
8607,20,5,9,65
8608,15,7,12,52
8609,18,8,8,62
8610,12,8,14,44
8611,17,9,8,60
8612,18,9,7,63
8613,15,8,11,53
8614,18,9,7,63
8615,15,5,14,50
8616,17,7,10,58
8617,12,9,13,45
8618,13,5,16,44
8619,17,5,12,56
8620,16,8,10,56
8621,11,6,17,39
8622,20,8,6,68
8623,15,5,14,50
8624,15,9,10,54
8625,20,7,7,67
8626,17,6,11,57
8627,18,4,12,58
8628,17,6,11,57
8629,15,11,8,56
8630,19,3,12,60
8631,12,9,13,45
8632,17,6,11,57
8633,12,8,14,44
8634,16,9,9,57
8635,19,10,5,67
8636,18,8,8,62
8637,16,10,8,58
8638,17,2,15,53
8639,19,7,8,64
8640,18,4,12,58
8641,11,13,10,46
8642,14,11,9,53
8643,17,7,10,58
8644,12,11,11,47
8645,16,6,12,54
8646,21,7,6,70
8647,12,13,9,49
8648,20,5,9,65
8649,16,8,10,56
8650,20,5,9,65
8651,13,13,8,52
8652,16,9,9,57
8653,15,8,11,53
8654,18,6,10,60
8655,14,8,12,50
8656,19,7,8,64
8657,19,2,13,59
8658,20,5,9,65
8659,16,6,12,54
8660,14,5,15,47
8661,12,11,11,47
8662,12,11,11,47
8663,13,10,11,49
8664,15,9,10,54
8665,11,10,13,43
8666,10,9,15,39
8667,17,6,11,57
8668,15,8,11,53
8669,16,7,11,55
8670,17,5,12,56
8671,13,9,12,48
8672,19,8,7,65
8673,10,10,14,40
8674,16,4,14,52
8675,15,8,11,53
8676,13,5,16,44
8677,16,6,12,54
8678,13,9,12,48
8679,17,6,11,57
8680,21,5,8,68
8681,18,8,8,62
8682,21,7,6,70
8683,16,5,13,53
8684,19,5,10,62
8685,14,7,13,49
8686,14,6,14,48
8687,15,9,10,54
8688,20,3,11,63
8689,14,7,13,49
8690,19,8,7,65
8691,16,6,12,54
8692,14,8,12,50
8693,21,6,7,69
8694,14,11,9,53
8695,16,5,13,53
8696,17,7,10,58
8697,16,7,11,55
8698,16,8,10,56
8699,17,8,9,59
8700,19,7,8,64
8701,20,9,5,69
8702,12,8,14,44
8703,19,4,11,61
8704,17,8,9,59
8705,17,10,7,61
8706,23,4,7,73
8707,16,6,12,54
8708,16,8,10,56
8709,18,7,9,61
8710,15,8,11,53
8711,15,11,8,56
8712,19,6,9,63
8713,14,10,10,52
8714,17,7,10,58
8715,18,6,10,60
8716,18,5,11,59
8717,23,3,8,72
8718,17,9,8,60
8719,18,6,10,60
8720,14,11,9,53
8721,14,4,16,46
8722,17,10,7,61
8723,15,7,12,52
8724,17,6,11,57
8725,13,12,9,51
8726,17,7,10,58
8727,18,4,12,58
8728,18,11,5,65
8729,20,5,9,65
8730,19,5,10,62
8731,16,6,12,54
8732,19,4,11,61
8733,16,7,11,55
8734,20,7,7,67
8735,19,8,7,65
8736,17,7,10,58
8737,14,10,10,52
8738,13,5,16,44
8739,18,6,10,60
8740,16,8,10,56
8741,14,11,9,53
8742,11,8,15,41
8743,13,7,14,46
8744,16,7,11,55
8745,17,6,11,57
8746,16,4,14,52
8747,14,8,12,50
8748,17,7,10,58
8749,13,13,8,52
8750,19,4,11,61
8751,14,7,13,49
8752,20,8,6,68
8753,16,7,11,55
8754,16,8,10,56
8755,12,14,8,50
8756,19,7,8,64
8757,13,11,10,50
8758,15,6,13,51
8759,16,5,13,53
8760,12,8,14,44
8761,15,7,12,52
8762,20,7,7,67
8763,15,6,13,51
8764,20,6,8,66
8765,14,10,10,52
8766,19,1,14,58
8767,14,8,12,50
8768,19,4,11,61
8769,12,13,9,49
8770,11,9,14,42
8771,15,9,10,54
8772,14,9,11,51
8773,19,9,6,66
8774,17,8,9,59
8775,16,5,13,53
8776,19,6,9,63
8777,18,7,9,61
8778,16,8,10,56
8779,18,5,11,59
8780,17,6,11,57
8781,17,8,9,59
8782,15,7,12,52
8783,16,6,12,54
8784,13,9,12,48
8785,13,5,16,44
8786,17,8,9,59
8787,9,12,13,39
8788,15,6,13,51
8789,17,8,9,59
8790,19,7,8,64
8791,13,10,11,49
8792,13,12,9,51
8793,14,8,12,50
8794,19,5,10,62
8795,16,5,13,53
8796,11,10,13,43
8797,15,8,11,53
8798,15,4,15,49
8799,16,6,12,54
8800,17,9,8,60
8801,15,6,13,51
8802,15,8,11,53
8803,17,6,11,57
8804,19,6,9,63
8805,18,5,11,59
8806,14,11,9,53
8807,20,2,12,62
8808,17,8,9,59
8809,20,4,10,64
8810,15,7,12,52
8811,16,7,11,55
8812,15,7,12,52
8813,17,9,8,60
8814,17,7,10,58
8815,15,9,10,54
8816,15,5,14,50
8817,15,5,14,50
8818,17,8,9,59
8819,15,11,8,56
8820,15,11,8,56
8821,16,5,13,53
8822,17,6,11,57
8823,16,10,8,58
8824,20,7,7,67
8825,15,10,9,55
8826,16,9,9,57
8827,14,5,15,47
8828,16,6,12,54
8829,14,9,11,51
8830,12,12,10,48
8831,17,6,11,57
8832,11,9,14,42
8833,18,8,8,62
8834,16,12,6,60
8835,13,10,11,49
8836,11,12,11,45
8837,17,7,10,58
8838,13,10,11,49
8839,19,3,12,60
8840,17,4,13,55
8841,17,7,10,58
8842,17,4,13,55
8843,17,8,9,59
8844,16,9,9,57
8845,13,12,9,51
8846,16,6,12,54
8847,17,6,11,57
8848,16,7,11,55
8849,15,15,4,60
8850,14,9,11,51
8851,15,7,12,52
8852,16,4,14,52
8853,17,8,9,59
8854,15,8,11,53
8855,19,4,11,61
8856,14,2,18,44
8857,13,9,12,48
8858,14,6,14,48
8859,14,7,13,49
8860,18,3,13,57
8861,17,11,6,62
8862,20,7,7,67
8863,16,8,10,56
8864,12,9,13,45
8865,15,8,11,53
8866,17,4,13,55
8867,16,6,12,54
8868,13,8,13,47
8869,20,3,11,63
8870,16,10,8,58
8871,20,8,6,68
8872,18,8,8,62
8873,14,9,11,51
8874,14,11,9,53
8875,11,9,14,42
8876,13,13,8,52
8877,14,10,10,52
8878,15,7,12,52
8879,19,8,7,65
8880,12,11,11,47
8881,16,7,11,55
8882,13,7,14,46
8883,13,11,10,50
8884,20,3,11,63
8885,17,7,10,58
8886,20,6,8,66
8887,15,4,15,49
8888,14,5,15,47
8889,14,8,12,50
8890,15,8,11,53
8891,14,8,12,50
8892,20,5,9,65
8893,21,9,4,72
8894,18,2,14,56
8895,14,8,12,50
8896,15,4,15,49
8897,17,6,11,57
8898,16,8,10,56
8899,15,5,14,50
8900,12,9,13,45
8901,18,8,8,62
8902,11,11,12,44
8903,16,7,11,55
8904,13,10,11,49
8905,18,6,10,60
8906,10,11,13,41
8907,13,11,10,50
8908,15,7,12,52
8909,18,7,9,61
8910,12,6,16,42
8911,18,7,9,61
8912,25,4,5,79
8913,19,5,10,62
8914,18,5,11,59
8915,15,8,11,53
8916,18,6,10,60
8917,20,3,11,63
8918,17,5,12,56
8919,14,6,14,48
8920,17,8,9,59
8921,16,8,10,56
8922,16,8,10,56
8923,17,5,12,56
8924,20,5,9,65
8925,13,9,12,48
8926,18,5,11,59
8927,16,9,9,57
8928,17,6,11,57
8929,12,9,13,45
8930,21,4,9,67
8931,20,6,8,66
8932,15,9,10,54
8933,14,10,10,52
8934,16,4,14,52
8935,14,9,11,51
8936,18,8,8,62
8937,15,6,13,51
8938,15,7,12,52
8939,18,9,7,63
8940,10,12,12,42
8941,18,2,14,56
8942,17,5,12,56
8943,14,6,14,48
8944,13,9,12,48
8945,14,5,15,47
8946,13,9,12,48
8947,19,8,7,65
8948,15,4,15,49
8949,15,12,7,57
8950,15,5,14,50
8951,16,10,8,58
8952,21,4,9,67
8953,16,7,11,55
8954,16,5,13,53
8955,17,7,10,58
8956,16,13,5,61
8957,17,10,7,61
8958,14,7,13,49
8959,15,9,10,54
8960,17,8,9,59
8961,20,5,9,65
8962,16,7,11,55
8963,14,11,9,53
8964,13,10,11,49
8965,26,4,4,82
8966,17,7,10,58
8967,14,9,11,51
8968,14,7,13,49
8969,15,9,10,54
8970,17,6,11,57
8971,18,8,8,62
8972,16,7,11,55
8973,11,9,14,42
8974,16,3,15,51
8975,17,10,7,61
8976,15,9,10,54
8977,16,6,12,54
8978,19,5,10,62
8979,18,5,11,59
8980,19,6,9,63
8981,14,9,11,51
8982,19,4,11,61
8983,17,9,8,60
8984,20,8,6,68
